date,symbol,ret-m1,ret-m2,ret-m3,ret-m4,ret-m5,ret-m6,ret-m7,ret-m8,ret-m9,ret-m10,ret-m11,ret-m12,ret-d1,ret-d2,ret-d3,ret-d4,ret-d5,ret-d6,ret-d7,ret-d8,ret-d9,ret-d10,ret-d11,ret-d12,ret-d13,ret-d14,ret-d15,ret-d16,ret-d17,ret-d18,ret-d19,ret-d20,unadj_close,is_next_jan,next_month_ret
2016-06-30,ALL.csv,0.07309486780715413,0.3800000000000001,0.3398058252427185,0.3800000000000001,0.34634146341463423,0.35161606268364354,0.4541622760800843,0.4806866952789699,0.6027874564459932,0.6350710900473935,0.6102683780630105,0.803921568627451,0.029082774049216997,0.047040971168437196,0.05022831050228316,0.07226107226107237,0.034482758620689724,0.034482758620689724,0.044663133989401915,0.03139013452914807,0.045454545454545636,0.03759398496240607,0.03681442524417733,0.04308390022675734,0.04863221884498481,0.04387291981845687,0.04863221884498481,0.047040971168437196,0.05343511450381677,0.052631578947368585,0.05585309869931132,0.07392996108949434,13.8,0,0.1550724637681158
2016-07-31,ALL.csv,0.1550724637681158,0.23950233281492994,0.5939999999999999,0.5475728155339805,0.5939999999999999,0.5551219512195122,0.5612144955925562,0.6796628029504741,0.7103004291845492,0.8513356562137051,0.8886255924170616,0.8599766627771295,0.02310654685494229,0.041830065359476976,0.038436482084690526,0.07484828051247461,0.07629979743416593,0.08067796610169498,0.06979865771812066,0.10925539318023669,0.12491178546224413,0.16011644832605532,0.16180758017492702,0.15843023255813948,0.14347202295552375,0.1677655677655676,0.17986676535899337,0.17464996315401615,0.18601190476190488,0.22239263803680975,0.17033773861967694,0.18601190476190488,15.94,0,-0.05269761606022583
2016-08-31,ALL.csv,-0.05269761606022583,0.09420289855072461,0.17418351477449456,0.51,0.46601941747572795,0.51,0.47317073170731705,0.4789422135161605,0.5911485774499472,0.6201716738197425,0.7537746806039489,0.7890995260663507,-0.007232084155161189,-0.005270092226614009,-0.02265372168284785,-0.03760356915232632,-0.04851921865154374,-0.05091137649277189,-0.03514376996805113,-0.01436031331592691,-0.016286644951140072,-0.02580645161290329,-0.02265372168284785,-0.03018625561978172,-0.02517753389283417,-0.02517753389283417,-0.00983606557377048,-0.020116807268007797,-0.04005085823267651,-0.021386908619572265,-0.03205128205128205,-0.0314304041051956,15.1,0,0.047019867549668914
2016-09-30,ALL.csv,0.047019867549668914,-0.008155583437892022,0.14565217391304341,0.22939346811819594,0.581,0.5349514563106796,0.581,0.5424390243902439,0.5484818805093046,0.665964172813488,0.696351931330472,0.8362369337979096,-0.007532956685499026,-0.011874999999999969,-0.009398496240601517,-0.007532956685499026,0.011516314779270509,0.014111610006414477,0.008290816326530726,0.0167202572347267,0.03604193971166447,0.032658393207054104,0.059651474530831194,0.06036217303822933,0.07918088737201368,0.09563409563409575,0.06321452589105592,0.05752508361204023,0.04632693580410341,0.0668016194331984,0.06896551724137945,0.048408488063660604,15.81,0,-0.029728020240354258
2016-10-31,ALL.csv,-0.029728020240354258,0.015894039735099286,-0.03764115432873272,0.1115942028985506,0.192846034214619,0.534,0.4893203883495145,0.534,0.49658536585365853,0.5024485798237022,0.6164383561643836,0.6459227467811157,0.01656726308813794,0.030221625251846795,0.013210039630118908,-0.013504823151125445,-0.013504823151125445,-0.03034134007585343,-0.029728020240354258,-0.03643216080402012,-0.029113924050632956,-0.032176656151419514,-0.048387096774193616,-0.031565656565656575,-0.04779639975170702,-0.051329622758194304,-0.05308641975308637,-0.06917475728155342,-0.05831798649478204,-0.06634205721241626,-0.057739557739557856,-0.043640897755610975,15.34,0,-0.022164276401564487
2016-11-30,ALL.csv,-0.022164276401564487,-0.05123339658444026,-0.0066225165562913135,-0.05897114178168128,0.08695652173913038,0.16640746500777603,0.5,0.4563106796116503,0.5,0.46341463414634143,0.4691478942213514,0.5806111696522656,0.009421265141319024,0.024590163934426146,0.01763907734056991,0.025290498974709363,0.014884979702300516,0.01282916948008106,0.03376981392143352,0.023890784982935065,0.05857445306986597,0.06761565836298922,0.04384133611691032,0.06534090909090917,0.035196687370600444,0.01971447994561526,0.04895104895104896,-0.012508229098090795,-0.018966644865925364,0.01282916948008106,0.011463250168577188,0.008064516129032251,15.0,0,0.03333333333333344
2016-12-31,ALL.csv,0.03333333333333344,0.010430247718383301,-0.019607843137254943,0.026490066225165476,-0.027603513174404015,0.12318840579710133,0.20528771384136868,0.55,0.5048543689320388,0.55,0.5121951219512195,0.5181194906953965,-0.0019317450096586475,-0.003856041131105381,0.013071895424836555,0.007802340702210531,0.009771986970684043,0.008458035133376729,0.025132275132275117,0.027851458885941538,0.02921646746347939,0.013071895424836555,0.04096709200805915,0.019066403681788247,0.016393442622950838,-0.011479591836734637,0.004536616979909258,0.021080368906455815,0.035404141616566465,0.009771986970684043,0.0019392372333548735,0.03333333333333344,15.5,1,-0.014193548387096855
2017-01-31,ALL.csv,-0.014193548387096855,0.01866666666666661,-0.003911342894393766,-0.03352308665401649,0.01192052980132452,-0.04140526976160608,0.1072463768115941,0.18818040435458783,0.528,0.4834951456310679,0.528,0.49073170731707316,0.006587615283267345,-0.003911342894393766,-0.0013071895424837665,-0.009721322099805585,-0.003911342894393766,-0.00520833333333337,-0.00907911802853445,-0.00907911802853445,-0.007792207792207906,-0.022392834293026298,-0.023017902813299296,-0.034134007585335024,-0.01609787508048932,-0.02051282051282055,-0.037177063642091945,-0.025510204081632626,-0.03229892336922102,-0.04080351537978655,-0.023642172523961724,-0.014193548387096855,15.28,0,0.086387434554974
2017-02-28,ALL.csv,0.086387434554974,0.07096774193548394,0.10666666666666669,0.08213820078226863,0.04996837444655289,0.09933774834437092,0.04140526976160608,0.2028985507246377,0.2908242612752723,0.6600000000000001,0.6116504854368932,0.6600000000000001,-0.004796163069544224,0.045998739760554574,0.034267912772585785,0.05063291139240511,0.04534005037783384,0.06274007682458405,0.05732484076433142,0.058673469387755306,0.06410256410256432,0.07652399481193273,0.0758263123784837,0.06683804627249357,0.07932379713914184,0.07652399481193273,0.08709888670595944,0.08781127129750987,0.09715796430931922,0.08284409654272684,0.09643328929986805,0.086387434554974,16.6,0,0.08253012048192754
2017-03-31,ALL.csv,0.08253012048192754,0.17604712041884807,0.15935483870967726,0.19799999999999995,0.1714471968709257,0.13662239089184047,0.19006622516556293,0.12735257214554574,0.3021739130434782,0.39735614307931577,0.7969999999999999,0.744660194174757,-0.002774694783573839,0.005595970900951208,0.012394366197183038,0.01697792869269943,0.014108352144469594,0.02627070245573937,0.0417391304347825,0.022184300341296925,0.03993055555555536,0.036930178880554054,0.02568493150684925,0.03513824884792616,0.036930178880554054,0.03633217993079585,0.029799426934097317,0.04476744186046511,0.05457746478873249,0.05643738977072288,0.05768098881695116,0.060176991150442394,17.97,0,0.09293266555370061
